"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Burçak Çörekotlu Bisküviden Saç Çıktı","07 Mart 2023 22:17","257","Eti Burçak çörek otlu bisküvisini yerken içerisinden saç çıktı, ürünü çok beğenmiştim ama hijyenden dolayı midem bulandı. Biraz daha dikkat edilse keşke. Böyle bir durum Eti gibi bir markadan beklemezdim. Sonuçta milyonlarca insana hizmet ediyorsunuz. Daha dikkatli olunmalı bence. Telafisi yapılmalı","..."
"Eti Gıda Bozuk Çikolata","07 Mart 2023 18:58","266","Ürüne bakmadan yedim ve tadında bir bozukluk olduğunu fark ettim, diğer paketlerini açtığımda da bozuk olduğunu gördüm. Eti ile iletişime geçtiğimde ürünleri evime gelip alacaklarını söylediler ancak 1 aydır hiçbir gelen giden veya arama sağlayan olmadı. Ürünler bozuk bir şekilde elimde kaldı ve top","..."
"Eti Ufuk Gıda Yöneticisinin Tavrı!","07 Mart 2023 18:34","641","Mersin'de küçük bir esnafım. Eti'yi tüketici olarak yıllardır seviyoruz ve her yerde gönül rahatlığıyla tercih ettiğimiz bir markadır. Şu an seve seve tüketip tercih ettiğimiz firmayla çalışıyorum ve çok iyi bir satışa sahibim, sahiptim. Fakat bir haftadır karşılaştığım durum içler acısı ve Eti adın","..."
"Eti Ahenk Çikolata Sorunu","07 Mart 2023 13:08","424","Eti'nin ahenk çikolata gofret hatalı baskılı ve de ufak böceklenme tarzı kurtlanma gibi bir şey mevcut. Büyük marketlerde satılır Eti ahenk hayal kırıklığı uğradı nasıl böyle bir şey denk geldim bilemiyorum bize denk gelir ancak son kullanım tarihi de hala olduğu halde. 545729** iletişim numaram.",""
"Eti Gıda Skt Geçmeden Bozulan Ürün","07 Mart 2023 00:59","361","Şok Marketler'den satın aldığım, paketi hiç açılmamış, son kullanma tarihine daha 45 gün (23.04.2023) olan ""mini Eti pop kek"" ürününü TV izlerken yiyordum, tadında bir ekşilik olduğunu fark ettim. Kokusu da çok değişikti. Bisküvilere baktığımda küflü olduklarını fark ettim. Kabul edilir bir şey deği","..."
"Eti Gıda Kabuklu Antep Fıstığı","06 Mart 2023 22:41","171","Antep fıstığı kabuklu çıktı nasıl böyle olabiliyor anlamadım dişime aniden bir şey battı resmen nasıl oluyor anlamadım. Eti gibi köklü bir firma kabuklu Antep fıstığı olmamız gerekiyor. Ürün etiketinde ambalajında böyle bir bilgi içermiyor satıcının biraz dikkatli olması gerekir.",""
"Eti Gıda Krakerden Tahta Parçası Çıkması","06 Mart 2023 15:02","1.427","Ankara Etlik Şehir Hastanesi'nde yatılı hastayım mide bulantı yüzümden çubuk kraker aldırdım içinden aynı kraker şeklinde tahta çubuk çıktı neredeyse dişimi kırıyordum nasıl bir dikkatsizlik besin içinden tahta parçası çıkması bu nasıl olur da fabrikada paketlemenin içine girebilir.",""
"Eti Çikolatada Çıkan Keskin Kabuk Sağlığımdan Ediyordu","06 Mart 2023 12:00","3.878","",""
"Eti Burçak Sütlü Çikolatalı Bisküvi Küflü Çıktı!","06 Mart 2023 11:28","478","",""
"","06 Mart 2023 00:56","241","",""
"Eti Kraker İçinden Çıkan Sert Cisim","05 Mart 2023 22:30","544","Eti Crax baharatlı krakeri yerken krakerin içinden sert bir cisim diş etime şiddetli bir şekilde battı. Uzun süre acısını yaşadım. Çocuklar için bu daha tehlikeli olabilir. Bilgilendirme yapmak istedim. Severek tükettiğim bu üründen bu sebeple vazgeçmek istemem.",""
"Eti Gıda Ahenk Çikolatadan Taş Çıktı","05 Mart 2023 21:20","240","Eti Ahenk'e sesleniyorum az daha dişimi kırıyordum ısırdığım anda ağzıma taş parçası gelmiş bulunmaktadır. Hatay payasta bulunan A101 mağazasından aldığım Eti Ahenk çikolatasının içinden taş çıktı. Dolgu olan dişimden bir parça kırdı gereğinin Eti tarafından yapılması gerektiğini düşünüyorum.",""
"Eti Gıda Paketin Yanlış Olması","05 Mart 2023 18:43","645","Popkek mini de ben kimim paketini aldık ama içindeki popkeklerin üstünde yazanlar hepsi aynı çıktı farklı yazı yoktu biz bunu oynamak için alıyoruz ama denilen oyunu oynayamıyoruz çünkü tüm yazılar aynı ve kekler de eksik çıktı zaten cidden paramıza yazık.",""
"Eti Gıda Çikolatasından Kurt Çıktı","05 Mart 2023 18:30","465","En sevdiğim ve devamlı tükettiğim Eti Gold Antep fıstıklı beyaz çikolata paketini açtım ve içinden kurtlar çıktı. Gıda konusunda Eti gibi dünyaca ünlü bir markadan böyle bir şey beklemezdim daha tarihi bile yeni yazık yani bu saatten sonra Eti'den herhangi bir şey alırken nasıl alacağım ve müdürlükt","..."
"Eti Gıda Crax Patlayan Gramaj Eksikliği","05 Mart 2023 14:10","402","Hevesle bir tane Crax aldım ve 50 gram değil de, 16 gram çıktı. Aldığım diğer ürünlerde de benzer sorunlar yaşadım. Ama gramaj olarak çok fark var. Eti gramaj sorununu çözmesi gerekli. Sana sosyal medyadan da yazdığım ve gönderdiğim fotoğraflara yanıt alamadım.",""
"Eti Gıda Ürün İçerisinden Çıkan Taş","04 Mart 2023 21:02","131","Ürünün içinden siyah taş şeklinde şeyler vardı. Yenilecek gibi değildi hepsini boşaltıp bakınca gördüm bu nasıl bir hatadır lütfen bize geri dönüş yapar mısınız. Sağlık açısından çok dikkat edilmesi gerekiyor çocuklara verilen bir üründür ben sürekli çocuğuma alıyorum.",""
"Eti Puf'un İçinden Bir Şey Çıktı","04 Mart 2023 18:00","428","Eti Puf'un içinden ne olduğunu bilmediğim bir şey çıktı. Instagram üzerinden yazdım ama hiçbir şekilde dönüş yapılmadı. Ben de buraya başvurdum. Umarım dönüş yapılır çünkü bakmasaydım yiyebilirdim. Koskoca firma nasıl bunları göz ardı edebilir aklım almıyor. Lütfen geri dönüş yapın!",""
"Eti Cin Bisküvi İçinden Naylon Parçası Çıktı","04 Mart 2023 17:38","604","Eti cin aldım içinden beyaz naylon parçası çıktı görseller mevcut. Acil bu durumun düzeltilmesini ve başka müşterilerinde mağdur olmasını istemiyorum...",""
"Eti Gıda Hibiskuslu Müsli Sade Çıktı","04 Mart 2023 13:55","1.072","Dün metro marketten hibiskuslu müsli aldım. Açmadan önce paket üzerinde yazdığı gibi bir çok kez salladım, açtıktan sonra gözüme normal yulaf gibi gözüktüğü için kaşıkla da tüm paketi karıştırdım. Ancak ne paketinde belirtildiği gibi pembe renk verdi ne de eksi bir tadı var . Normal sadesini her gün","..."
"Eti Gıda Kekimiz Paketten Yarım Çıktı","04 Mart 2023 13:48","1.303","Aldığım Eti Popkek yenilmiş gibi paketin içinde yarısı yok! Paketi açtığımız da kekin yarısı yoktu ve Instagram'dan Eti'ye yazdım kimse dönüş yapmadı benim için çok önemli bir sorun değil ama markanın kendi hatasının arkasında durup en azından bir özür dahi olsa dilemesini beklerdim.",""
"Eti Gıda Üretime Uygun Olmayan Çikolata","04 Mart 2023 12:13","234","Eti hoşbeş Gold severek tükettiğim bir üründü fakat üzerinde siyah, anlam veremediğim görüntüsü hiç hoş olmayan şeyler vardı bu konu ile ilgilenilmesini istiyorum.",""
"Eti Gong'ta Siyahlık Var!","04 Mart 2023 00:24","583","",""
"Eti Gıda Deprem Sebebiyle Yapılan Yardım Talebine Cevap Vermedi","03 Mart 2023 19:07","746","Eti'ye 25 Şubat 2023 tarihinde bilgi@etietieti.com mail adresi üzerinden depremzede yaşlı bir ailenin eşyalarının Malatya'dan firmanın fabrikalarının bulunduğu il olan Eskişehir'e taşınması için mail gönderdim. Fakat Eti tarafından konuya yönelik olumlu veya olumsuz bir dönüş olmadı. Yaşanan bu kötü","..."
"Eti Gıda 'dan Adığım Bisküviler Çok Tuzlu","03 Mart 2023 16:57","193","Bisküvi aşırı tuzlu. Nasıl bir hata bu inanamıyorum. Tuz resmen yaktı Eti marka bir ürün böyle bir hata nasıl yapıldı anlamış değilim. Acaba tek bir tanede mi dedik ama paketi yeni açmıştık hepsi aynı tuzlu. Lütfen ilgilenin ilk defa böyle bir şeyle karşılaştım.",""
"Eti Gıda Sizing -pricing Eti Pastamia","03 Mart 2023 11:14","1.036","Eti pastamia ürününde sizing -pricing yapmaya devam ediyor. Yani ürünün malzemesini, gramajını düşürerek daha az zam yapıyor. Ürün ilk çıktığında 5 kat bal-karamel varken, bu önce 4 kata, şu anda ise 3 kata indirildi. Ekteki Eti reklamlarından alınan görsellerinde durum aşikar. Etik dışı bir uygulam","..."
"Eti Gıda İnsan Sağlığını Düşünmüyor!","02 Mart 2023 20:25","565","Marketten Eti puf aldım eve geldiğim de ise içinde kurta benzer bir şey vardı açmadım ki şikayet edebileyim diye ve benim oğlum bana getirmeden yeseydi o Eti pufu bu kadar dikkatsizlik olamaz kocamana gözüküyor ve o oraya nasıl girdi bir daha asla Eti'nin ürünlerini kullanmayacağım. Şikayetçi olacağ","..."
"Eti Antep Fıstıklı Çikolata - Yanıltıcı Ürün","02 Mart 2023 19:13","626","Eti Antep Fıstıklı Bar Çikolata ürününü kestiğimde hiç de görseldeki gibi bol bol Antep fıstığı yok. Çok az Antep fıstığı konmuş. Vatandaş yanıltılıyor. Zam yapmaktan çekine çekine ürünün maliyetini düşürme yoluna gittiğiniz pek çok örnek var. Antep fıstık oranını azaltacaksınız ambalajı da değiştir","..."
"Eti Gıda Kurabi İçerisinde Cam Çıktı","02 Mart 2023 17:53","260","Eti Burçak kurabi üzümlü yer fıstıklı ay çöreği içi dolgulu ürününde yerken içerisinde cam çıktı. Ürünü yerken fark etmeyip yutmam durumunda ne olacağını tahmin edemiyorum. Eti gibi büyük bir şirketin böyle insan sağlığını etkileyecek ve cam ciddi bir sağlık sorunu oluşturabilirdi.",""
"Eti Gıda Ürünün İçinde Yabancı Madde","02 Mart 2023 16:45","364","Aldığımız Eti browninin içinde plastik bir ürün çıktı. Beğenerek aldığımız bir ürünken bunu hiç yakıştıramadık. Bunu birkaç kere daha yaşadığımızdan dolayı bu şikayeti oluşturuyorum. Gereğinin yapılacağından emin olarak en yakın zamanda yanıtınızı bekliyorum.",""
"Eti Gıda Tarihi 1 Ay Geçmiş Süt Burger","02 Mart 2023 15:31","733","Bugün aldığım Eti süt burgerin tarihinin üzerinden tam 1 ay geçmiş bize ürün daha bugün geldi denildiği için biz alırken tarihine bakmadık fark etmedik yedikten sonra paketin üzerine bir baktım 1 ay geçmiş çocuğum ve kendim yedik mide bulantısı yanması mahvetti beni inşallah çocuğumu zehirlemez...",""
"Eti Gıda  Orantıyı Kaçırdı","02 Mart 2023 14:19","560","Eti Canga-çık diye üretilen eski Eti Canga'dan çok farklı üretilmiş bunun ismini değiştirmek daha iyi olur fıstık bar demek gerekli çünkü ürün içeriği fıstık ile başlıyor. Lakin fıstık içeriği 1/3 noktasında dediği halde 3/4 u fıstık ve nuğa bar. Çikolata mı dersiniz o sadece ufak bir makyaj ile kap","..."
"Eti Yanık Pizza Kraker Satıyor","02 Mart 2023 13:43","195","Çocuklarım atıştırmalık olarak Eti pizza krakerden toplu bir şekilde kırk taneden fazladır evde bulunsun diye aldım her açtığımda ürünlerin çoğu yanık çıkıyor ve çöpe atmak zorunda kalıyorum artık çok rahatsız olduğum için bildirmek istedim bazı paketleri olması gerektiği gibi çıkarken çoğu neden ya","..."
"Eti Canga Yarım Çıktı","01 Mart 2023 14:47","452","Aldığım Eti Canga yarım bir şekilde. Ambalajın yarısı boş. Hayretler içindeyim videosunu çektim açarken. Daha önce de aldığımda içinde değişik bir plastik maddesi çalmıştı. Sağ olsun Eti arayıp halletmişti ama Canga 'da yaşadığım ikinci sorun bu. Neden öyle anlamadım.",""
"","01 Mart 2023 07:40","362","",""
"Eti Yapışık Hamur Şekilde Kurumuş Çubuk!","28 Şubat 2023 23:31","194","İçinden bayat, birbirine yapışmış, kokan bir çubuk çıktı ve çok sert. Eti'ye yakıştıramadım.",""
"Eti Gıda Ürün Getirmiyor","28 Şubat 2023 23:31","3.041","Bir kuruyemiş işletmecisiyim. Eti Konya bayii pazarlamacı göndermiyor ya da pazarlamacı gelmiyor ürün almak istiyorum. Bazen şikayet edip çağırıyorum iki ay geliyor sonra yine gelmiyorlar. Dünden beri Eti müşteri hizmetlerini kaç defa aradım size iç Anadolu bölge dönüş yapacak diğer ne arayan var ne","..."
"Eti Hoşbeş Eksik Ürün","28 Şubat 2023 12:34","432","Eti hoşbeş fındıklı aldım. Ürünün bir bölümünde fabrika hatası olmuş anlamadım. Üst katmanı yok. Ürünü yiyemedik. Fotoğraf attım döndüler iletişim aldılar o gün bugündür haber yok. Param boşa gitti. Nasıl olacak ilgili kişilerden dönüş bekliyorum. Özür bekliyorum bunu Eti ye yakıştırmadım.",""
"Eti Wanted İçinde Keskin Demir Parça","27 Şubat 2023 22:33","556","",""
"Eti Balık Kraker'den Kıl Çıkması","27 Şubat 2023 20:19","483","Paketini açıp yemeye başladığım Eti Balık Kraker'lerden birinin içinden uzayıp çıkan kıl benzeri bir şey dikkatimi çekti ve bunun kıl olduğunu düşünürken (affedersiniz.) Lavaboya kusmaya gittim ve 1-2 saat boyunca çıkamadım. Ben kapalı aldığım bir üründen hijyen ve temizlik beklerdim.",""
"Eti Burçak Tuzlu Çörek Otlu bisküvinin İçinden Saman Çıkması","27 Şubat 2023 19:04","488","Eti Burçak tuzlu bisküvi çörek otlu içinden saman çıktı, birazını da yedim zaten ve boğazıma battı. Böyle bir şey olamaz. Umarım ürününüzün arkasında durursunuz. Eti bile bunu yapıyorsa diğer firmalar neler yapar. Geri dönüş bekliyorum. Lütfen geri dönüş yapın",""
"Eti Browninin Dolgusu Kağıtta Kek Boş","27 Şubat 2023 17:36","691","",""
"Eti Gıda Çikolatalar Bozuk","27 Şubat 2023 16:19","336","Ankara Etimesgut Eryaman'dan üzülerek yazıyorum sürekli alıp tükettiğimiz Eti çikolata bütün Antep fıstıklı bozuk çıktı gerekli her yere şikayet edeceğimi bildirmek istiyorum. Allah korusun bu ürünü ben fark etmeden çocuklarımda tüketebilirdi umarım gerekenler en kısa sürede yapılır.",""
"Eti Form Bisküvi İçinden Çıkan Tel!","27 Şubat 2023 15:45","676","Eti form limonlu lifli kepekli bisküvisinden göndermiş olduğum resimdeki gibi (tel tarzı) bir şey çıktı. Güvenerek yediğimiz bu üründen bu tarz bir şeyin çıkması Eti markasına hiç yakışmadı. Bundan sonra daha dikkatli olmasını rica ederim.",""
"Eti Gıda Katıl Butonu Çalışmıyor","27 Şubat 2023 12:47","238","Günlerdir yazıyoruz oğlum ben kızım çünkü bu zaten Eti gofreti her zaman aldığımız için fazla şifremiz oldu ama son 2 saattir katılma butonu çalışmıyor zaman mi bitti acaba belki şansım yazılmayanlarda mi diye uğraşıyorum ama nafile bir çaresi yok mudur diye nete girdim yardım bekliyorum.",""
"Eti Gıda Ürünün Kokusu, Tadı Ve Yapısı Kötü","27 Şubat 2023 12:28","727","Birkaç gün önce Migros marketten aldığım Eti form kızarmış kepekli ekmek dilimleri ürününü aldım. Ürünün kokusu, tadı ve yapısı çok farklı tarihi geçm","..."
"Eti Gıda Browni Hayal Kırıklığı","27 Şubat 2023 01:59","310","Brownie keki çok severim, soslu olan büyük paketlerden denemek istedim. Ancak ilgili serinin ürün paketi içerisinde sos yoktu. Bu ürünlerin ağırlıkları hassas cihazlar ile ölçülmüyor mu? Cihazlarınız mı valide değil yoksa bu şikayet zaten alışık olduğunuz bir durum mu?",""
"Eti Lifalif'in İçinden Böcek Kabuğuna Benzer Bir Şey Çıktı","26 Şubat 2023 16:31","905","Eti lifalif ürünün içinden böcek kabuğuna benzer bir şey çıktı. Mide bulandıran bir durum dikkat edilmesi gereken gıda sektöründe bu tarz şeylerin olması gerçekten çok kötü daha dikkatli davranılması gerektiğini düşünüyorum. İnsan sağlığı ile oynamayın!",""
"","26 Şubat 2023 14:37","179","",""
"Eti Gıda Bisküvinin İçinden Saman Çıktı!","26 Şubat 2023 01:14","316","Eti Burçak sütlü çikolatalının içinden saman çıktı birazını da yedim zaten. Böyle bir şey olamaz. Umarım ürününüzün arkasında durursunuz. Eti bile bunu yapıyorsa diğer firmalar neler yapar. Geri dönüş bekliyorum.",""
"Eti Gıda Popkek Küflü Çıktı!","26 Şubat 2023 00:47","1.103","Bu 3. Kez başıma geliyor. Farklı marketlerden aldığım 3 ürün de bozuk çıktı, aynı zamanlarda olmamasına rağmen son kullanma tarihine daha 3 ay olan Eti topkek mini kakaolu küflü çıkıyor üstelik Eti müşteri hizmetlerini aradım mail attım hiçbir dönüş olmadı, bari bir özür dilenseydi. İlkinde umursama","..."
"Eti Canga Çikolata İçerisinden Mavi Plastik Çıktı","25 Şubat 2023 22:38","454","Eti Canga çikolata içerisinden mavi plastik çıktı. Plastik çikolatanın içerisiyle birleşmiş durumda. Severek her gün tükettiğim üründen böyle bir şey çıkması çok üzücü oldu. Çocuğumun ağzından çıktı. Sizin gibi bir firmaya yakışmadı bu. Samsun Lovelet AVM A101 marketten alındı.",""
"Eti Gıda Ambalaj Arızalı Ürün","25 Şubat 2023 20:38","283","Marketten almış olduğum 12 adet Eti puf ürünün hepsinin ambalajları açık hava almış çıktı.",""
"Eti Gıda Bayinin Ve Satış Elemanının Düzenli Uğramaması","25 Şubat 2023 15:56","448","Bodrum'un konacık mahallesinde marketim var yaklaşık 1 yıldır bir tane Eti çalışanı uğramıyordu 3 hafta önce dükkanımın önünden geçen bir arabanızı durdurdum beni pasife almışlar satış temsilcisi vergi levhasını çekti abi yarın geleceğim deyip 3 haftadır gelmedi bu mu ciddi firma anlayışınız buraya","..."
"Eti Gıda Bölge Yönetici Ve Elemanları Hizmet Verilmemesi","25 Şubat 2023 15:24","384","Kağıthane-İstanbul'da bulunan marketime 1 aydır Eti tarafında hizmet verilmiyor. Sıkıntının sebebi bölge yöneticileri. Kendilerini dev aynasında görme","..."
"Eti Gıda Aldığım Bisküvi Paketten Eksik Çıktı","25 Şubat 2023 10:45","454","Eti tutku bisküvi aldım ve içinden 2 adet eksik çıktı. Bununla ilgili ilk defa böyle bir sıkıntı yaşıyorum. İlgilenmenizi istiyorum. Yani üretim hattı","..."
"Eti Gıda Cin Malzeme Eksikliği","25 Şubat 2023 00:08","362","Eti tek lokmalık Eti cin aldım ama ekonomik krizden firmada etkilenmiş ki malzemeden yoksul kılmaya başlamışlar. Hem zam yapıp hem de malzeme eksiltmek neresi doğru ve ahlaklı bir geri dönüş bekliyorum. Firmanız ürünün arkasında dursun barkod seri numarası var.",""
"Eti Gıda Kombo Bisküviden Yabancı Cisim Çıkması","25 Şubat 2023 00:08","1.004","Çift ambalajlı içerisinde koli bantları çoktan bir Eti kombo'da misina şeklinde uzun bir ip çıktı sosyal medyadan yazdım geri dönüş yapılmadı. Eti gibi bir şirket müşterilerine neden bir dönüş sağlamıyor ürünü de yemedik. Geri dönüş bekliyoruz. Eti'den beklemezdim.",""
"Eti Topkek Meyveli Paket İçerisinden Küflü Bir Şekilde Çıktı","24 Şubat 2023 20:51","285","Çocuğumun istediği üzerine Eti topkek meyveli aldım ve açılmamış hava almamış paket olmasına rağmen paket içerisinden küflü bir şekilde çıktı. Uzun zamandır tüketmemize ve Eti ürünlerinden başka ürün kullanmamıza rağmen Eti'ye böyle bir şeyi yakıştıramadım.",""
"Eti Gıda Paket İçeriği Eksik","24 Şubat 2023 13:33","461","03.02.2023 'te getir uygulaması üzerinden Popkek mini Hindistan Cevizli aldım. Pakette 10 tane olması gerekirken 9 tane çıktı. Etkiye yazdım. 6 Şubat'ta aranıldı. Fotoğraf istenildi. Gerekli incelemeyi yapıp geri dönüş yapacağız denildi ama hala dönüş yapılmadı.",""
"Eti Antep Fıstıklı Çikolata Bozulmuş","24 Şubat 2023 11:10","233","Son tüketim tarihi 22/12/2023 olan Eti bütün Antep fıstıklı çikolata resmen bozulmuş arkası ve onu renk değiştirmiş. Açınca çok şaşırdım son kullanım","..."
"Eti Sultani Bisküvinin İçinde Kıl Çıktı","24 Şubat 2023 10:23","449","Ben Eti Sultani aldım ve en sevdiğim bisküvilerden biriydi içinden çıkan kılı görünce çok büyük bir soka girdim hiç beklemediğim bir durumdu bir daha asla almam aileme de aldırmam. Biraz daha üretim aşamasında dikkat etmenizi öneriyorum. Bir de hamileyim nasıl midem bulandı affedersiniz kustum mide","..."
"Eti Gıda Wanted Çikolatamdan İp Çıktı","23 Şubat 2023 16:09","344","Bugün marketten aldığım Eti wanted Hindistan Cevizli çikolatamın içerisinden ip çıktı. Severek yediğim bir çikolataydı böyle bir şey beklemezdim. Bu hatanın düzeltilmesini ve yetkililere iletilmesini rica ediyorum. Bir daha bu çikolatayı yiyebileceğimi sanmıyorum.",""
"Eti Gıda Gofretim Yarım Çıktı!","23 Şubat 2023 13:47","746","Gofretim yarım çıktı gramaj olarak hassas terazi ölçümünde düşük severek yediğim bir gofret fakat bu olan olay beni hayal kırıklığına uğrattı petito bunu telafi ederse sevinirim abur cubur konusunda çok tedirgin olduğum için belirli markalar yiyordum fakat gofretimin yarım çıkması beni biraz üzdü.",""
"Eti Puf Kod Sorunu","22 Şubat 2023 21:46","567","İki gündür uğraşıyorum elimde yirmiye ye yakın Eti puf var hiç birini okumuyor kod programa üyelik yaptım yine de çalışmıyor. Çocuklara laf da anlatam","..."
"Eti Gıda Browni Kek İçinden Yabancı Bir Cisim Çıkması","22 Şubat 2023 21:01","571","Çok severek yediğim Eti browni kek içinden ince misinaya benzer küçük bir parça çıktı. Dişimin arasına girdi ve 20 dakika onu çıkartmak için uğraştık boğazıma da batabilirdi veya küçük bir çocuğa daha çok zararı dokunabilirdi. Eti gibi köklü ve de ürünleri bu kadar çok tüketilen bir firmanın gıda ür","..."
"Eti Gıda Maximus Çikolata İçinden Bir Şey Çıktı","22 Şubat 2023 21:00","655","Şok'tan maximus aldım içinden ne olduğu belli olmayan bir şey çıktı ve ben hamileyim fark etmeden yesem belki bir hayvan pisliğiydi nereden bilebiliriz gerçekten tiksindim. Böyle bir şey daha önce görmedim çikolatadan tiksindirdiniz gereken her yere şikayette bulunacağım.",""
"Eti Tutku'da Beyaz Kıl","22 Şubat 2023 21:00","674","Aksaray Bizim Toptan marketten 1 koli Eti tutku bisküvi aldım. Eti tutku bisküviden beyaz kıl çıktı. Biraz daha özen gösterilirse sevinirim. İlk defa başıma böyle bir şey geliyor. İnşallah öbürlerinden çıkmaz. Eti gibi büyük bir markanın böyle dikkat etmesi gerekirdi.",""
"Eti Karam'dan Plastik Çıktı!","22 Şubat 2023 19:15","294","Şok marketten aldığım çok sevdiğim Eti Karam 3'lü paketten çıkan ürünün birinden plastik parça çıktı. Resmimizi çektim çikolata parçasına benziyor ama bildiğin esnek plastik çıktı Allah'tan yutmadan fark ettim. Sağlığa uygun üretildiğini ve kaliteli olduğunu düşündüğüm Eti'ye yakışmadı!",""
"","22 Şubat 2023 17:51","829","",""
"Eti Lifalif Ezmesinin İçinden Kuş Tüyü Çıktı","22 Şubat 2023 12:35","936","Eti lifalif yulaf ezmesi içinden kuş tüyü çıktı. Bu nasıl dikkatsizlik ve özensizlik anlamadım. Böyle bir marka hijyen kurallarına dikkat etmiyor. Resimlerde gördüğünüz gibi üstünde duruyordu sonra belli olsun diye deftere koyup çektim. Bunun ilgili mecralara iletilmesini istiyorum.",""
"Eti Gıda Canga Bozuk Ürün!","22 Şubat 2023 11:40","590","Eti Canga bozuk veya bir şeyler unutulmuş açtığım Canga içinde fıstık diye bir şey yoktu ve bozuk gibiydi görsellerde göründüğü gibi Instagram mail yoluyla yazdım ama hiçbir yerden dönüş olmadı buradan yazmakta buldum çareyi bu ikinci kez başıma geliyor.",""
"Bir Avuç Baharat Eti Crax","21 Şubat 2023 22:08","1.378","Tesadüfen çocuğumun yediği Eti marka Crax çubuk krakerin içerisinden 1 avuç baharat karışımı bir madde çıktı. Tamam normal şartlarda tatlandırıcı koyuyorsunuz da bu nedir? Yani insan sağlığı ile oynamak bu kadar kolay olmamalı en güvendiğim markaydı.",""
"Eti Gıda Ürünündeki Sıkıntı","21 Şubat 2023 20:16","440","Ben Gaziantep'te görev yapan Askeri personelim Nöbet tutarken askeri kantinden aldığım Eti ürününü yediğim esnada ağzıma bir şey takıldı elime aldığım şeyin diş dolgusu olduğunu görünce çok şaşırdım inanmadım arkadaşlara gösterdim evet diş dolgusu dediler köklü bir firmanın bu şekilde hata yapması h","..."
"Eti Gıda Etiket İle Kasadaki Fiyat Farkı","21 Şubat 2023 13:38","573","Etiket ve normal fiyat farkı Eti FAB. Satış mag. Aldığım Eti mısır gevreği petito reyonda 20 TL. Yazmasına rağmen 50 TL ödeme yaptım. Kasada fark ettiğimde iade etmek istedim. Ama kasiyer iade olmadığını söyledi. Hiçbir yerde de 50 TL etiketi görmediğimi ibraz ettiğimde personelin yanlış koyduğunu i","..."
"Eti  Hoşbeş Hep Mi Sorunlu?","21 Şubat 2023 12:27","2.849","Kaçtır almış olduğum Hoşbeş ürünü bir ağız tadıyla yiyemiyorum, değişik değişik şeyler var ya da ürünün bir kısmı yok! Anlamış değilim sorunsuz hoşbeş yemek için ne yapmak lazım? Eti'ye kendilerine internet sitelerinden yazdım aradım WhatsApp'tan yazdım dönüş yok! Rica ediyorum bir hoşbeş keyfimiz v","..."
"Eti Gıda Crax'dan Bilinmeyen Maddeler Çıktı","21 Şubat 2023 03:12","848","",""
"Eti Çikolata Bozuk Çıktı","21 Şubat 2023 00:27","576","Konya Çelikkayalar Süpermarket aldığım Eti marka çikolata son kullanma tarihi geçmemesine rağmen içi bozuk. 3 yaşındaki çocuğum açmış yerken fark ettim fark etmeseydim ve çocuğumun sağlığına zarar gelseydi ne olacaktı? Güvendiğimiz için bu markaları tercih ediyoruz ve sizin gibi büyük bir firmaya ya","..."
"Eti Gıda Kahve Siyah Parça Çıktı","20 Şubat 2023 20:20","1.545","Sürekli lifalif ince öğütülmüş yulaf ezmesi alan ve tüketen biri olarak, içinden kahve - siyah yuvarlağımsı yassı parçalar çıktı, severek yiyordum. Midem yulaf almıyor şimdi. Nedir bu ya, size yakışmıyor gerçekten! Ürünün son kullanım tarihine daha 7 ay var.",""
"","20 Şubat 2023 20:12","184","",""
"Eti Gıda Petito'nun Un Olan Çikolatası","20 Şubat 2023 18:56","809","Geçtiğimiz günlerde marketten Eti petito aldım ve eve geldiğimde tam bir hüsranla uğradım. Aşağıdaki videoda bunu siz de ayrıntılı olarak görebilirsiniz. Çikolata çikolatalıktan çıkmıştır resmen. Hangi paketini açarsam açayım çikolataların rengi çok değişik ve aynı zamanda dokunduğun gibi un ufak ol","..."
"Kurt Çıktı Eti Puftan","20 Şubat 2023 18:25","768","Eti puf aldık Gebze/Kocaeli Bim marketinden fakat ambalajı açtığımızda içinden kurt çıktı son kullanma tarihine daha 4 ay var ama içerisinden kurt çıktı bu nasıl bir şeydir kurtlu ürün satmak kullanma tarihi daha gelmemiş geçmemişken insan sağlığıyla oynuyorsunuz.",""
"Eti Gıda  Lifaliften Böcek Çıktı","20 Şubat 2023 14:56","2.160","",""
"Eti Gıda Çikolata İçinden Ambalaj Naylonu Çıktı","20 Şubat 2023 02:09","296","Eti markasından almış olduğum Eti pirinç patlaklı çikolata içinden ambalaj naylonundan parça çıktı ilk başta dışındaki ambalaj sanıp onu da yediğimi düşünürken elimle almaya çalıştım ama çikolatanın içindeymiş ne yazık ki zaten yiyemedim ne onu ne de ondan sonra başka çikolata!",""
"Eti Susamlı Kraker Üretim Hatası","20 Şubat 2023 00:26","295","Eti susamlı krakerin üzerinde yok denecek kadar az vardı susam acaba paketin dibinde mi diye düşündüm fakat dibinde bile çok az vardı şaşırdım açıkçası hiç böyle bir şeye denk gelmemiştim. Üretimde bir sıkıntı oluşmuş galiba geri dönüş sağlarsınız sevinirim.",""
