Season,Time,Content,Sentiment
Kış,Öğlen,kurumsal zihniyete sahip olmayan müşterilerce eleştirilen kurumsal tekno marketsen önce kurumsal düşün baktın paran yetmiyor tamam amk alamıyorum de önce bunu bir bil sonra market üzerine düşeni yapmasın atıyorum bozulan cihazı garantiye almasın içinde var dediği ürünü misal kulaklığı vermesin kurumsal çalışmasın o zaman geltanım indirim kampanyaları bazen şukela olan tekno market,
Kış,Gece,beni ne kadar uğraştırdılarsa beş katı uğraştıracağım teknoloji mağazasıha bu arada 15 günde servise gönderilecek ürünü kargoya veremeyen elemanları var buranın,
Kış,Akşam,satıcının söyledikleri ile alınan bilgisayarın özellikleri uyuşmayan notebooklar satan firmabkz ticari itibar,
Sonbahar,Akşam,insan burada yazilanlara bakilinca bir urkuyor ama etiler subesinden epey memnun kaldigim magazasoyle ki monitor almaya gittigimde ilk olarak 29 inch tvmonitor aldim alirken katalogun guncel olmadigi bunun 1080p cozunurlugu destekleyebilecegi soylenmisti fakat goruldu ki bu alet tv ozelligi daha agirmis dolayisiyla benim bilgisayarla cozunurluk olarak dogru duzgun bir goruntu vermedi geri goturdum orada benim bilgisayarda denedik teknik elemanlar da olmadigini gorduler ve 27 inch bir monitorle sorunsuz degistirdimbu monitoru eve getirdigimde bu kez de olu piksel cikti goturdugumde olu piksel olup olmadigina dahi bakmadan geri aldilar servise gondermek uzere ve bana yeni bir tane monitor getirmek icin islemleri baslattilar ertesi gun monitoru aldim hicbir sorunum da yok etiler subesini iciniz rahat tercih edebilirsiniz,
Sonbahar,Akşam,eyüp alibeyköye yeni şube açacak olan teknoloji mağazası,
Sonbahar,Öğlen,30 indirim yalanıyla insanları nasıl kazıkladıklarını bir örnekle açıklamak gerekirse biraz önce ümitköy mağzaasında bir tane kulaklık beğendim bu  fiyat yazmıyordu altında üstünde vs ordaki çalışana okuttum kulaklıklarda şu anda 30 indirim var ve 205 tlye geliyor bu dedi çıkarttım telefonu girdim teknofiyata başka 2 yerde 145 tlye satılıyor hadi birinde 6 indirim var onsuz fiyatı 151 tl çalışana bunun 30 indirimsiz fiyatı ne kadar dedim ona baktı 295tl diğer yerlerdeki satılan fiyatı gösterdim diyor onlar internet siteleri oldukları için öyle ucuzdur mağazaların masrafı fazla dedi insanları ayaküstü kazıklamaya çalışan bu yerden uzak durun,
Sonbahar,Öğlen,teknosada 3999 tl olan samsung 55h8000 modeli ürün vatan internet sitesi ve mağazalarında 4999 tlnasıl oluyor da 1000 tl fark oluyor diyerek teknosa mağazasına gittim ürün kapalı kutu stoklarda mevcut imişsağolsun çok ilgili bir arkadaştı bize yardımcı olan ve aldık ürünüdiyeceğim o ki eskiden oemde vatan çok iyi fiyat veriyordu ama artık hem satış sonrası hizmetlerde hem fiyat olarak diğer perakendecilerin gerisinde kalmış görünüyor,
Sonbahar,Öğlen,internetten görünen mağaza stokları tamamen işlevsizinternetten alışveriş yapıp sonra akşama kadar evde kargo beklemekten nefret ediyorum birşey bulmuşum mağaza stoklarında da var görünüyor hadi diyorum bir gidip alıvereyim yok kös kös geri dönüyorum ya da stokta görünen şey teşhir ürünü çıkıyor falanbir zamanlar düzgün bir yerdi burası,
Sonbahar,Sabah,2 gün önce bilgisayar topladığım eve gidip kasayı toparlayıp açmaya çalıştığımda bkz psusu yanan sigortayı attıran ve prizi bozan alet daha sonra fark etti ki anakartın usb girişlerinide bozmuş o esnada ertesi gün korkarak geri götürdüm siz topladığınız için yanlış bağlamışsınızdır diye ayak çekeceklerinden emindimfakat orada takıp orayı da patlatınca hiç diretmeden psuyu ve anakartı yenileriyle değiştiren elektronik market,
Sonbahar,Sabah,bir haftadir siparisimi bekleten firma bu hafta icinde cikarmis dikkatinizi cekerim bugun pazartesi artik hafta ici hangi gun keyifleri yetersedurum edit urunleri kargoya vermisler bir cemkirmenin daha sonuna geldik,
Sonbahar,Sabah,bi bok yedik buradan bilgisayar kasası sipariş ettik stokta olanzira sayaç var kaç tane ürün kaldığını gösteren ürün için 4 gündür siparişiniz hazırlanıyor uyarısı veriyor lan koynuma almayacağım fişe takıp çalıştıracağım hazır kasa neyini hazırlıyorsunuz acaba,
Sonbahar,Sabah,kesinlikle internet sitesinden alışveriş yapılmaması gereken firmadıradamlar tüm mağazalarında bulunan ve tedarik sıkıntısı asla olmayan bir ürünü aradan geçen 4 günde hala kargoya veremediler buna gerekçe olarak da kampanyalı ürünlerin gönderimi 10 günü bulmaktadır diyor kampanyadan kasıtları da şu her yerde 560 tlye satılan telefonu bunlar 800 tlye satıyor sonra 30 kampanya yaptık diyerek 560 tlye satıyorlar neymiş efendim kampanyalı ürünmüş o yüzden geç tedarik edilebilirmiş tedarik edememek ayrı birşey böyle komik bahanelerin altına saklanmak çok başka birşeybırakın alışveriş yapmayı böyle adamlarla muhatap bile olmamak gerek,
Kış,Sabah,müşteri hizmetleri artık gerçekten çok kötü olan firma son 2 yıl içinde birkaç kez müşteri hizmetlerine yolum düştü her defasında biz bunu memnuniyet için yapıyoruz aslında mecbur değiliz lafını duyuyorum bir kere sanırsın iyilik olsun diye müşteri hizmetleri kurmuşlar gergin agresif müşteri hizmetleri çalışanları var soru sormaya korkuyor insan bundan 5 yıl önce herkese tavsiye ettiğim vatan bilgisayar için şu anda aman diyorum kaçın bir daha uğramayın,
Kış,Öğlen,telefonla mağazalarını arayıp sorduğunuzda hayır kesinlikle teşhir ürünü değil diye cevap veren tamam gelip alıyorum ayırın lütfen deyip gittiğinizde ve ürünü istediğinizde ise elimizde sadece teşhir ürünü kaldı diyebilen çalışanların bulunduğu bir firma üstelik bunu bir değil iki değil üç kere yaptılarneymiş efendim her ürünü kontrol edemezlermiş teşhir mi değil mi diye stok kontrolüne soktuklarım elbette kendilerinin ağızlarına itinayla sıçılmıştırbir keresinde de 64gb sd kart lazım oldu topkapı mağazasının önünden geçiyordum girip alayım dedim sd kartların bulunduğu yere gidip 64gb var mı diye sordum yok dendi kafam arkaya bir uzattım en az 10 tane var e dedim oradaki ne aa görmemişim dedi arkadaş aa görmemişim diye satış yapan satıcılar,
Kış,Öğlen,vatan bilgisayar geride bıraktığımız birkaç senede müşteri memnuniyeti konusunda çok kötü bir hale gelmiş orası kesinmaceram devam ediyor bkz vatan bilgisayar4744169024 kasım 2014te verilen siparişten kargoda kaybolan ürünün ücretini 23 aralık 2014 akşamı itibarıyla halen iade etmemiştir zaten sipariş takip sistemleri doğru dürüst çalışmıyor ettiğim telefonlarda kaç kere sisteme ulaşamıyoruz diye geri çevrildim kafalrına göre kargo bilgisini bir giriyorlar bir siliyorlar upsden zar zor kargonun kaybolduğu bilgisine eriştim kendilerini aradım hasar tanzim işlemleri başlatılacak para bir haftaya yatar dediler o bir haftanın üzerinden 2 hafta geçti genel müdürlüğü arıyorum beni yetkili birine bağlayın diyorum bağlayamayız mail atın diyorlar mail atıyorum sallayan yok sitede şikayet formunu doldurup yolluyorum sonunda biri geri dönüyor diyorum bana parayı iade edin kargoyla işinizi kendiniz halledin harddiskim bozuk bilgisayarımı kullanamıyorum acil iade istiyorum diye tamam diyorlar gene değişen birşey yok koskoca vatan bilgisayar bir üniversite öğrencisine 150 tl parasını iade etmemek için uğraştırıp duruyor bugün son vizem de bitti finallere kadar vaktim var ben de gidip tüketici hakem kurulunda paramın peşinde koşacağım kendilerini tebrik ediyorum şubat ayında iki arkadaş toplayacağımız oyun bilgisayarlarını da vatandan alacaktık artık piyasa fiyatının 50 altına satsalar yanına uğramam mediamarktın webdenalın sanalmarketimin gözünü seveyim uzak durun durdurun ha bi de stokta gözüken ürününü elden almak için dükkanlarına boşuna gitmeyin o kalmamış yeaaa diye eliniz boş gönderirler 20112012deki kaliteden eser kalmamış,
Kış,Öğlen,garantisinin dolmasına 2 hafta kala kendi hatamla yaktığım anakart ve ekran kartını hiç ses etmeden kabul eden bir de üstüne üstlük muadili olmadığından 2 sene öncesinin fiyatından para iadesi yapan über bilgisayarcı,
Kış,Öğlen,nasıl bir hataya düştüysem buradan ürün almaya kalktım keşke denemez olaydım ne sipariş takibi sırasında attığım maillere düzgün cevap verdiler ne de ürün siparişini bana getirebildiler ürün ne zaman gelir en geç ne zaman teslim edilir diye mesajıma ürününüz hazırlanıyor en kısa sürede size ulaşacaktır diyerek yanıttan kaçındın hadi anladım elinde ürün falan yok ama temin etmeye çalışıyorsun peki neden arada geçen 2 3 takip mesajına rağmen sebep göstermeksizin siparişi iptal ediyorsun madem ettin niye tenezzül edip bana iptal sebebini bildirmiyorsun ben web sitesine girip şu ürün niye gelmedi hala son durum nedir diye mesaj atmak için girdiğimde ufacık bir iptal yazısıyla karşılaşmak bunun sebebi için dedektif gibi araştırma yapmak zorunda mıyımnitekim sebebini sorduğumda da siparişiniz iptal edilmiş olup 10 iş günü içerisinde hesabınıza ücret iade havalesi yapılacaktır detaylı bilgi için 444 56 56 numaradan bilgi alabilir siniz ilginiz için teşekkür ederiz diye kıytırık bir yanıtla niçin beni geçiştiriyorsun tüm bunlara eyvallah diyerek çağrı merkezini arıyorum bu sefer bana dalga geçer gibi bir ses tonuyla 3d secure kullanmamışsanız iptal edilir yalnız diye çok bilmişlik yapıyorsun ne siparişimin detayına bakıyorsun ne de benim ne anlattığımı dinliyorsun sonra benim söylememle siparişi inceleyip iptal edildiğini doğruluyorsun tüm bunların sebebi ise bana attıklarını iddia ettikleri doğrulama maili ile siparişi onaylamamam yahu böyle bir mantık hatası olabilir mi senin sitende 3d secure olmadan sipariş ver seçeneği var siparişi veriyorum parayı anında çekiyorsun ürünü 3 gün geçmesine rağmen siparişe çıkarmıyorsun sonra aa dolandırılabiliriz ürünü göndermeyelim belki kredi kartı sahtedir diye durduk yere iptal ediyorsun ve benim geri ödememi 10 gün sonra bankaya talimat olarak vereceğini söylüyorsun 3d secure kullanmadan alışverişi nasıl yapacağım diyorum bana mail atarak siparişi onaylamanız gerekiyor diyorlar yahu zaten bu mail adresiyle sizin sitenize üyelik sahibiyim üstelik bu adrese kayıtlı üyelikle zaten sipariş durumuna ilişkin mesajlar attım geri dönüş aldım böyle bir mantıksız güvenlik önlemi olabilir mi ahmet falanca adıyla üyelik açsam çalıntı kredi kartıyla sipariş versem ama ahmet falanca adıyla mail atsam sipariş onaylanacakt fakat bunu yapmadığım için 15 gün boyunca hesabımdan kesilen ama bana bir getirisi olmayan ciddi bir meblağdan mahrum oldum işin kötüsü hala bankaya iade talebini belirtmemişler hah dedim madem bankaya söylemediniz o halde ürünleri gönderin siparişim yeniden onaylansın ona da yanaşmadılar şimdi 10 iş günü önümüz haftasonu siparişi ayın 21inde verdim sonra bunlar tenezzül edip bankaya haber verecek banka da bana geri ödememi yapacak tahmini 15 güne yakınlaşan sürede hem ben gereksiz yere para ödeyeceğim hem de ürünleri alamayacağım üstelik çağrı merkezinde azarlanırcasına karşılanmam da cabası ayrıca sevgili çağrı merkezi çalışanı ben de memnun değilim senin gibi robot sesli konuştukça karşındakinin enerjisini emen biriyle muhatap olmaya ama sen benim sorunumla ilgilenmeye mecbursun sipariş koduyla kontrol etmeden ezberden kalıp cümlelerle bana gelmemeni söylediğimde bana sinirlenemezsin nitekim alternatif çözüm önerileri ürettiğimde de bunlardan neyi yapıp neyi yapamayacağını bana bildirecek olan sensin benim sözüm üzerine siparişin iade talebi verilmemiş yeniden onaylaması yapılabilir mi demek için ilgili bölümü aradın fakat ben söylemeseydim aklına bunu denemek bile gelmeyecekti tutup da sorunu nasıl çözebiliriz dediğimde bana benden yapamayacağım şeyler ya da yalan söylememi istemeyin diyemezsin eğer müşteri önerilerini dinlemiyorsan konuşmanın başında olabilir hatta kalın öğreniyorum demeyeceksin sonrasında edepsizlik etmeye kalkışmanın lüzumu yokaklı olan bu şirketten alışveriş yapmasın böyle amatör böyle müşteri memnuniyetinden uzak böyle küçük hesaplar peşinde olan ikinci bir tekno market tanımıyorum son yıllarda gittikçe kötüye gittiğini zaten biliyordum fakat benim başıma gelmez diyordum demek ki artık şirket politikası olmuşhem çağrı merkezi çalışanları hem online alışveriş politikası yeniden gözden geçirilene kadar bir daha vatandan alışveriş yapmam çevreme de yaptırmam,
Kış,Gece,1 ocak 2015 saat tam 0000da kampanyalarıyla ilgili sms gönderen teknoloji marketi bunlar mı daha ruh hastası yoksa yemeyip içmeyip bunu buraya yazan ben mi karar veremedim bari yeni yılımı kutlasaydınız lan,
Kış,Öğlen,internetten motor kurye seçeneği ile sipariş etmiş olduğum tableti adeta bir burger king siparişiymiş gibi 1 saat içinde ofisime getiren elektronik market firması,
Kış,Akşam,internet sitesinden aldigim bilgisayarin 2 gun sonra ayni sitede 180 lira indirimle satildigini gorunce icimde yaralar acan ve bu aciyi hafifletmek icin musteri memnuniyeti acisindan hicbir sey yapmayanbana bilgisayari iade edip tekrar alabilirsiniz diyen ama ugrasamayacagim icin bu secenekten de vazgectigim ve bu aciyi hatirlamamak icin bir daha alisveris yapmayacagim firma,
Kış,Gece,salak gibi buradaki yorumları okumadan alışveriş yaptığım eticaret sitesinin sahibi şirket cuma gününe lazım olan bir ürünü hepsiburadacomda 3 günlük tedarik süresi olduğu için salı günü buradan sipariş ettim ürün fiyatı daha pahalı olmasına rağmen stokta var olduğunu gördüğümden aynı şehirdeki adresime 3 günde teslim edeceklerini düşündüm perşembe günü merak edip siparişlerim sayfasına geldiğimde siparişin halen beklediğini fark etmem üzerine kendilerini aradım bir kebapçı edasıyla açtıkları telefonda öğrendim ki bankadan provizyon kodu alıp kendilerine iletmemi bekliyorlarmış halen arayıp sormasam bunu bana söylemeye tenezzül edecekler miydi diye merak etmiyor değilim artık cumaya yetişmesi imkansız olduğundan iptal etmeyi düşündüm 10 gün sonra ödemenin geri yapılabileceğini söylediler el mecbur bankayı arayıp yarım saat uğraştıktan sonra provizyon kodunu alıp onaylattım siparişi bunun ardından kargoya verilmesi de 28 saat sürdü bari cumartesi teslim edilsin diye kargo şirketini arayınca daha büyük bir şok yaşayacağımı bilemezdim kendileri kargo adresi olarak verdiğim adresi fatura adresi fatura adresi olarak verdiğim adresi de kargo adresi yapmışlar sağ olsunlar yarın kapalı ofise kargo gidecek etrafta ups şubesi fakan da yok gidip şubeden de alamam pazartesi günü artık upsle ne kadar cebelleşiriz onu da bilemiyorum birde faturanın iptal edilip doğru adresle tekrar kesilmesi lazım baştan aşağıya fiyaskokısacası gördüğüm en kötü eticaret sitelerinden birisidir ilk siparişim son siparişim olmuştur telefonuma sms ile tacizde bulunmamalarını ummaktan başka da elden gelecek bir şey yoktur,
Kış,Sabah,ankara söğütözü şubesinden aldığım ekran kartı ana kart işlemci ve ssdyi sorunsuzca kuran ertesi gün bios güncellemesi için gittiğimde gık demeden yardım eden üstüne birde format atıp beni yollayan firma çalışanlarla alakalı galiba durum bir noktada ha dvd okuyucunun soketini takmayı unutmuş orası ayrı ,
Yaz,Sabah,fakirlere dert olmuş bilgisayar satıcısı,
Yaz,Sabah,yaptıkları sorumsuzluk yarrak kafalar tarafından savunulan bilgisayar ve bilimum elektronik eşya satıcısı,
Yaz,Sabah,fakire laf sokayım fırsatını kollayan sikkolara sözde zenginim havası verdiren bilgisayar satıcısı,
Yaz,Öğlen,3 saate kadar motokurye ile kargo teslimatının yalan olduğu teknoloji marketi15 saat kadar önce çağrı merkezlerini arayıp kargonun durumunu sorduğumda 1015dk içerisinde gelebilecek mesafede ve yolda olduğu bilgisini paylaştılar toplamda 5 saattir bekliyorum ama öyle görünüyor ki umurlarında değilamazon türkiyeye gelse de bu ve bunun gibi zihniyetli şirketler batsalar keşke aynı hatayı yapmayın uzak durun bunlardan,
Yaz,Gece,online siparişimi onaylamak için ciddi ciddi arkalı önlü nüfüs cüzdanı fotokopisi isteyen çağ dışı firma hayır önceden haberim olsaydı sipariş vermezdim sonradan maille istediler neyin kafasını yaşıyorlar anlamadım,
Yaz,Sabah,iş görüşmelerini skype üzerinden gerçekleştiren teknoloji mağazasıdır1 aday eleman ihtiyacı olan şubeye çağırılır2 şubeye gelen aday 50 dakika bekletilirgörüşmeye gelen adayı bekletmeyi çoğu ik bir bok sanıyor ne alakaysa3 mağazaya çağırılan aday skype üzerinden genel merkezde bulunan biri ile görüştürülürşimdi skype ile görüşmeyi anlarım da madem online olacak bu görüşme bu adamı yok yere neden o kadar yol getiriyorsun daha yakında bir mağaza varken sorulara gelince gayet standartiki telefonu karşılaştırırken hangi özelliklerini dikkate alırsıntelefon almak isteyen bir müşteriyi nasıl ikna edersinteknoloji ile aran nasılkasadan dönen müşteriyi nasıl ikna edersin,
Yaz,Gece,4 ağustos günü verdiğim siparişi kutusunda hazır bulunan ürünü 10 günde hazırlayıp kargoya verebilen şirkettir kendileri hayır yani verdikleri kargo şirketi de kargoculuğu bilen bir şirket olsa yani gitmişler ups ile anlaşmışlar 13 ağustosta ellerine geçen ürünü ilk gün eve getirmeye çalışıp adresi bulamadıktan sonra eksik adres diyip benim adresi tekrardan gözden geçirttirmem ve adres tarifi bile yaptırmamdan sonraki 14 ve 15 ağustosta ürün dağıtıma bile çıkartmadılar 15 ağustosta müşteri hizmetleri ile görüşüp ne zaman geleceğini sorduğumda özür dilediler ve aciliyetini bildireceklerini söyleyip aynı gün içinde ürünün bana ulaşacağını söylediler peki dedim inandım o gün de dağıtıma çıkmadı sitelerinden takip ediyordum ürünüme neler oluyor acaba diye depoya girdi depodan çıktı şubede bekliyor gibi bir sürü şeyler vardı en sonunda 16 ağustos günü saat sabah 11de dağıtıma çıktı oh be dedim sonunda geliyor sürekli sitelerine bakıp takip ettim neler oluyor diye saat 1600de girilen bir girdi fakat 1630a kadar gözükmemişti bu yazan şey ise eksik adres hayır yani ben bu adrese yemeksepeticomdan onlarca restorandan sipariş verdim sorun çıkmadı koskoca kargo şirketinin çalışanları bulamıyor adresi adresten bulamadın diyelim koskoca hastanenin yanında oturuyorum oradan tarif ettirerek not ettirdim hani kesin bulurlar diye ondan da bulamamışlar aynı gün olan 16 ağustos günü bu eksik adres yazısını görünce vatan bilgisayara mail atarak siparişimin iptalini istedim yani bu kadar ortaklaşa bir rezalet olamaz bir daha kimse bana vatan bilgisayar veya ups ile iş yaptırtamaz kısacası 4 ağustosta verdiğim sipariş hala elime ulaşmadı kargo şirketleri pazar günleri çalışmadığı için bugün de elime ulaşmayacak vatan bilgisayardan siparişimin iptalini istedim ama bir bok olacağını da sanmıyorum şahsen,
Yaz,Akşam,bkz altıncı ayın sekizi,
Sonbahar,Gece,internet sitesinde stoklarında bulunduğunu söylediği bir ürünü almaya karar verdim ama içimden bir ses yine de arayıp telefonla sor dedi 444 56 56 müşteri hizmetleri numarasını aradım o başlangıç panelini geçmenin imkanı yok ürün hakkında bilgi almak için 2yi tuşlayın tuşluyorsunuz hatalı giriş 3ü tuşladım ana panele tekrar atıyor 45 hepsini sırayla denedim yok galiba buga düştüm dedim tekrar aradım ama sonuç yine aynı o paneli bir türlü geçemedim dedim neysetelefonla bulunduğu şubenin numarasını aradım telefonu kimse açmıyor 5 dakika kadar bekledim açan yok dedim ya öküz altında buzağı arama varmış işte git alherneyse çıktım sıcağın alnında 1 saatlik yolu teptim tabii başıma geleceği biliyorum ürün yok elimizde dediler bana takım liderini bağla çabuk falan demedim tabii telefonlarınıza bakın o zaman diye ufaktan fırça attım genel olarak sakin bir yapıya sahibim herneyse başka bir şubede var mı bakar mısınız dedim biz buradan göremiyoruz dediler arayın dedim biz buradan arayamıyoruz dediler ebenizi sikiyim dedim içimden biz buradan siktiremiyoruz dediler içlerinden en azından ben böyle düşünüyorum bakışlarımızdan belliydi çünkü neyse dışarı çıktım numarasını buldum diğer şubenin aradım açtılar müşteri hizmetleri yetkilisi gibi bişey çıktı hırpaninin teki konuşmadan bihaber aynen böyle diyalogelinizde x ürünü var mı ben telefonla soruyorum o da yanındakine soruyor bir soruya ortalama 1015 saniyede cevap veriyor ve fena bir gürültü varelimizde x ürünü varmıymış diyor ne deyim  varmışyalnız x ürününün şu paketi olacak xxxx fiyatta olanyine yanındaki elemena soruyorxxxx fiyattaymış mı bizdeki ne deyim  evet o fiyatmıştamam ben geliyorum teşekkürlertamam ben geliyorum diyor ne deyim  tamammışbildiğin böyle mışlımuşlu konuşan masal tadında bir arkadaşın telefonla konuşturulduğuna mı yanayım en azından karşımda bir muhatap bulduğuma mı sevineyim bilemedim ölümü gösterip sıtmaya razı ediyorlar neyse tam tersi istikamette diğer şube 1 saatte de oraya gittim ve aradığım ürünü yine bulamadım model var ama aradığım kit yok bir tane var o da teşhir ürünü olmadığını söylüyorlar ama öyle kutusu daha önce açılmış bu sefer harbiden takım liderini bulup ağzıma geleni saydım sipariş verdiklerini bir iki gün sonra geleceğini bana bir tane ayıracaklarını söylediler koca bir gün sonunda götüme bakarak döndüm anlayacağınız adamlardan zorla mal almaya çalışıyoruz öyle tok satıcılar bununla beraber iki etti daha önceden de buna benzer bir durum yaşamıştım şu efsane 30 vatan indirimi yalanlarına inanan var mı bilmiyorum ama gerçekten piyasadaki en iyi fiyat bunlarda mecbur kalıyoruz biraz haliyle ama tercih edeceğim ilk firma kesinlikle değil bugün bir kez daha tescilledim koca günümü piç ettilermüşteri ilişkileri namına günden güne bitip giden firma ekonomik anlamda da karşılığını alırsınız umarım sövgülerimle adios,
Sonbahar,Öğlen,üyelik ayarlarından eposta olayını kapatmama rağmen bana her gün eposta gönderen şirket gün gelir bir şey satın alırım diye engelleyemedim de öyle işte,
Sonbahar,Öğlen,bana 2 seneden sonra sözlüğe entry girdirten rezalet ötesi firma1 ağustos 2014 tarihinde internet sayfasından galaxy s3 için verdiğim pil siparişini tam 40 gün geçmesine rağmen gönderemediler bu süre içinde defalarca aramama rağmen doğru düzgün bir cevap da vermiyorlar müşteri hizmetleri telefonu minimum 15 dakika bekletiyor istemiyorum pili falan lanet olsun verin paramı geri dediğimden bu yana da 10 gün geçti ve hala para iadesini yapmadılarrezilleredit sonunda paramı iade ettiler ve ne bir açıklama ne de herhangi bir özür varreziller,
Sonbahar,Öğlen,30 indirim diye koşarsın halbuki şişirilmiş fiyatlara 30 ile karşılaşınca aynı fiyatın üstüne yol parası vermiş olursun,
Sonbahar,Öğlen,habire mesaj atan firma telefonunuzu sordukları zaman doğru numara verme hatasına düşmeyin her sabah vatan bilgisayardan gelen mesaj ile uyanırsınız,
Sonbahar,Öğlen,nasıl bir kafaysa artık bendeki internet siteleri üzerinden üçüncü kez alışveriş yaptım ilk ikisinde sonuç çok fenaydı bununda gidişat öyle gözüküyor bence birileri bizi bu firmadan korumalı biz kendimizi koruyamıyoruz misal ben alışverişi tamamlayım da eski siparişlerime bakınca hatırladım eski olayları te allahım aradım uyardım ama bakıs acıları belli acıklama bile yapamayıslarından gelmez o kargo şimdi günlerce,
Sonbahar,Öğlen,reklamının sonunda sanırım vatan vatatatan şeklinde bir jingleı olan şirkettir ya da ben yanlış anlıyorum,
Sonbahar,Öğlen,sitelerine üye olup almak istediğim asus notebooku sepete attım ama şeytan dürttü sözlüğe bir bak dedi önce buraya girip yorumları okuyunca derhal iptal edip sepeti boşalttığım siteyolum düşmez bir daha,
Sonbahar,Akşam,saçma sapan bozuk mallar satan da firma a4 techin f5 modeli serisi bir fare almıştım lakin 34 aylık kullanımdan sonra altındaki optik okuyucusu haşat oldu ve fare artol mouse pad üzerinde imleci görmüyor lakin tahta üzerine koyduğumuz zaman pek bir sorun çıkarmıyor bu firmanın tek sevdiğim yanı eğer faturayı felan kaybetsenizde eğer aldığınız ürün garanti kapsamı süreciyse ürünü isminize sistemden bakıp tekrar geri alıp garantiye yolluyorlar bakalım aldılar tekrar fareyi geri garantiye yolladılar umarım 20 iş gün içersinde yine aynı fareyi gelip bana iade etmezler ederlerse zaten bir daha o firmaya adımımı dahil atmayacağım saygılarımı sundum oradaki çalışan herkese,
Kış,Gece,internet sitesi ve internet sitesi üzerinden satışlarında ciddi sorunlar olan firma geçenlerde almak istediğim bazı ürünleri başka bir yerde bulamayınca vatan bilgisayardan ilk alışverişimi gerçekleştirmek zorunda kaldım öncelikle bu tür sitelerde sitesine göre 50100 tl üzerinde alışverişlerde kargo genellikle ücretsiz olur peki vatan bilgisayarda durum nasıl sepetimde toplam 500 tl civarında ürün olmasına rağmen 9 tl kargo ücretini yapıştırdı vb peki dedim alternatifim olmadığı için mecbur göz yumdum e anlaşmalı kargo firmaları hangisiydi türkiyede pek de yaygın olmayan ve çok fazla şikayet alan bir kargo şirketi olan ups mecburiyet diyerek alışverişi tamamladım bunun üzerine alışverişten çok sonra bir de sms attılar ve güvenlik nedeni ile kredi kartı sahibinin x numaralı telefonu arayıp alışverişi onaylaması gerektiğini söylediler bu da ürünleri satın alırken 3d güvenlik kullanmadığım için olmuş e peki satın alma aşamasında 3d güvenlik kullanmadan satın almak istiyorum gibi bir seçenek neden vardı ki o zamanşimdi ups mutlaka benim evde olmadığım bir zamanda paketi getirecektir ve benim de paketi almak için 20 km ötedeki en yakın ups şubesine gitmem gerekecektirha bir de üye olurken kampanyalardan maille haberdar olmak istiyorum seçeneğindeki tiki kaldırsanız da size mail atıyorlar kurtuluş yokayrıca upsedit tabii ki eve getirmediler ve 20 km ötedeki bir yere sırf kargo almaya gittim,
Sonbahar,Gece,vatan bilgisayar trabzon şubesi müşterileriyle alay eden firma çalışanlarına sahiptir karadeniz insanının acayiplikleri vatan bilgisayarın müşteri hizmetleri departmanına taşınınca oradaki diğer karadenizli aklı evvel firma çalışanlarına malzeme olmuş ve müşteri olarak gittiğim yerde benden önce çıkan müşterinin arkasından alay edilmesi olayına tanık olmuş bulundum gözümde ne kurumsallığı kaldı ne de başka bir şeyi mahalledeki bilgisayarcı dayı dediydi zaten onlar gider biz kalırız onlar gitmez ama keşke sen kalaydın ali dayısizler için çok önemsiz bir mesele gibi hissedilebilir ama benim için çok ciddi mesele benim müşteri hizmetlerine gitme sebebim ise şöyle teknik servise verdiğim bilgisayarım kozmetik olarak ağzına sıçılmış bir şekilde bana teslim edildi sağolsunlar sorunu çözmüşlerdi ama keşke kasanın üzerindeki bir kaç plastik sağlam kalsaydı bir de ben teslim ettiğim bilgisayarı tanımıyormuşum gibi beni yalancılıkla itham ettiler artık ben kendi sorunumdan filan vaz geçtim bana giren girdi başkalarına girmesin varsa bir yetkili filan vatan bilgisayar trabzon şubeyi adam etsin,
Sonbahar,Öğlen,eşimin ablasına imei kaydı olmayan telefon satarak ne kadar kaliteli  bir mağaza olduklarını bir kez daha gösterdiler biraz bağırış çağırış ile para iadesi alındı yalnız en azından oradan yırttık,
Kış,Akşam,vatan bilgisayardan bişey almayın gördüğüm en sahtekar servise sahipler malı sattıktan sonra hiç bir arızada malı sahiplenmiyor ve müşteriyle hiç ilgilenmiyorlar ben söyleyim de,
